Descrição do Item;Unid.;Cód.Grupo;GRUPO DE PRODUTOS;INSUMOS/PRODUTOS;FORNECEDOR/PRODUTOS
Arruela quadrada (diâmetro do furo: 12,00 mm / lados do quadrado: 34,0;UN;26;FIXAÇÃO ;ARRUELA;
Arruela quadrada (diâmetro do furo: 18,00 mm / lados do quadrado: 58,0;UN;26;FIXAÇÃO ;ARRUELA;
Aspirador de Pó/liq  Wap 20 litros 110v;UN;34;LIMPEZA;ASPIRADOR;
Automatico de boia nivel inferior;UN;13;ELÉTRICA, TELEFONE E LÓGICA;AUTOMATICO;
Automatico de boia nivel superior;UN;13;ELÉTRICA, TELEFONE E LÓGICA;AUTOMATICO;
Automático de chave de bóia  para medicao de niveis de líquidos em con;UN;13;ELÉTRICA, TELEFONE E LÓGICA;AUTOMÁTICO;
Avental de Raspa (para Armador);UN;14;EPI;AVENTAL;
Azulejo decorado;M2;52;REVESTIMENTO;AZULEJO;
Azulejo liso;M2;52;REVESTIMENTO;AZULEJO;
Bacia com caixa acoplada;UN;36;LOUÇA SANITÁRIA;BACIA ;
Bacia PNE;UN;36;LOUÇA SANITÁRIA;BACIA ;
Bacia sifonada;UN;36;LOUÇA SANITÁRIA;BACIA ;
Bacia turca branca;UN;36;LOUÇA SANITÁRIA;BACIA ;
Baguete em gesso;M;52;REVESTIMENTO;BAGUETE;
Baguete em granito;M;38;MÁRMORE E GRANITO;BAGUETE;
Baguete em marmore;M;38;MÁRMORE E GRANITO;BAGUETE;
Balancim leve;M;5;ANDAIME;BALANCIM ;
Balancim pesado;M;5;ANDAIME;BALANCIM;
Balaustre;UN;47;PRÉ-MOLDADO DE CONCRETO;BALAUSTRE;
Balde de plastico com graduacao;UN;34;LIMPEZA;BALDE;
Balde de plastico sem graduacao;UN;34;LIMPEZA;BALDE;
Balizador;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BALIZADOR;
Balizador para Jardim;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BALIZADOR;
Bancada de granito;M2;38;MÁRMORE E GRANITO;BANCADA;
Bancada de marmore;M2;38;MÁRMORE E GRANITO;BANCADA;
Bancada em aço inox 304;UN;58;ARTEFATO DE AÇO INOX;BANCADA;
Banco em granito;M;38;MÁRMORE E GRANITO;BANCO;
Banheira com hidromassagem acrilica, com aquecedor;UN;43;PISCINA, SPA, SAUNA E BANHEIRA;BANHEIRA;
Banheira com hidromassagem acrilica, sem aquecedor;UN;43;PISCINA, SPA, SAUNA E BANHEIRA;BANHEIRA;
Banheira com hidromassagem em fibra de vidro, com aquecedor;UN;43;PISCINA, SPA, SAUNA E BANHEIRA;BANHEIRA;
Banheira com hidromassagem em fibra de vidro, sem aquecedor;UN;43;PISCINA, SPA, SAUNA E BANHEIRA;BANHEIRA;
Barbante para demarcação;M;42;PINTURA ;BARBANTERRAS;
Barra BEP (barramento de equipotencialização principal);UN;13;ELÉTRICA, TELEFONE E LÓGICA;BARRA;
Barra chata de ferro;KG;74;PERFIL METÁLICO;BARRA CHATA;
Barra de ancoragem, D= 5/8 polegadas;UN;5;ANDAIME;ANCORAGEM;
Barra de apoio para lavatorio PNE;UN;39;METAL SANITÁRIO E ACESSÓRIO;APOIO;
Barra de Cobre (Terra)resistência 10 ohms;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BARRA;
Barra de cobre para quadro de luz 1 1/2 x 3/16  3m;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BARRA;
Barra de cobre para quadro de luz 2x 5/16  3m;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BARRA;
Barra para deficiente fisico;UN;39;METAL SANITÁRIO E ACESSÓRIO;APOIO;
Barra PNE;CJ;22;FERRAGEM DE PORTA;BARRA PNE;
Barra Roscada  de 3/8 x 3m;UN;26;FIXAÇÃO ;BARRA ROSCADA;
Barra Roscada  de 5/8 x 3m;UN;26;FIXAÇÃO ;BARRA ROSCADA;
Barra Roscada 1/4 com 3m;UN;26;FIXAÇÃO ;BARRA ROSCADA;
Barra Terra/Neutro 6 Term. 10 mm com 8 Furos STECK;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BARRA;
Barramento de alimentação para quadro disjuntor Bifásico 80A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BARRAMENTO;
Barramento padrão Cobre 2x63 Amp 240/415 W;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BARRAMENTO;
Barramento padrão europeu bifásico 80A 2X6 210mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BARRAMENTO;
Barramento para quadro de luz padrão europeu tipo neutro;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BARRAMENTO;
Barramento para quadro de luz padrão europeu tipo principal;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BARRAMENTO;
Barramento para quadro de luz padrão europeu tipo terra;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BARRAMENTO;
Barrote metalico;UN;5;ANDAIME;BARROTE;
Base Boca 15mm para Poste de Jardim;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BASE;
Base para escora metalica;UN;17;ESCORAMENTO ;BASE ESCORA;
Base para fusível NH 00 (corrente elétrica: ATÉ 160,00 A);UN;13;ELÉTRICA, TELEFONE E LÓGICA;BASE;
Base para fusível NH 01 (corrente elétrica: ATÉ 250,00 A);UN;13;ELÉTRICA, TELEFONE E LÓGICA;BASE;
Base para fusível NH 02 (corrente elétrica: ATÉ 400,00 A);UN;13;ELÉTRICA, TELEFONE E LÓGICA;BASE;
Base para fusível NH 03 (corrente elétrica: ATÉ 630,00 A);UN;13;ELÉTRICA, TELEFONE E LÓGICA;BASE;
Base para fusível NH 04 (corrente elétrica: ATÉ 1250,00 A);UN;13;ELÉTRICA, TELEFONE E LÓGICA;BASE;
Base pressão 3/4;UN;29;HIDROSANITÁRIO E GAS;BASE;
Base Registro Gaveta 3/4;UN;29;HIDROSANITÁRIO E GAS;BASE;
Bate-estacas, diesel, potência 16 HP, martelo  0,4 a 0,8 t - aquisição;UN;37.5;MÁQUINA E EQUIPAMENTO;BATE-ESTACA;
Batedor De Argamassa Top 14464 - Cortag ( para engate em Furadeira);UN;23;FERRAMENTA;BISNAGA;
Batente de madeira para porta de 0,60 m;CJ;21;ESQUADRIA DE MADEIRA;MARCO DE PORTA;
Batente de madeira para porta de 0,70 m;CJ;21;ESQUADRIA DE MADEIRA;MARCO DE PORTA;
Batente de madeira para porta de 0,80 m;CJ;21;ESQUADRIA DE MADEIRA;MARCO DE PORTA;
Batente de madeira para porta de 0,90 m;CJ;21;ESQUADRIA DE MADEIRA;MARCO DE PORTA;
Batente para porta corta fogo;CJ;11;CONTRA INCÊNDIO;BATENTE;
Bateria para Sistema de Alarme;UN;11;CONTRA INCÊNDIO;BATERIA;
Bebedouro;UN;16;EQUIPAMENTO PARA ESCRITÓRIO;BEBEDOURO;
Bengala PVC 1.1/4x4mt;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BENGALA;
Bengala PVC 1x4mt;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BENGALA;
Betoneira diesel;UN;37.4;MÁQUINA E EQUIPAMENTO;BETONEIRA;
Betoneira eletrica;UN;37.4;MÁQUINA E EQUIPAMENTO;BETONEIRA;
Betoneira, elétrica, trifásica, potência 2 HP, capacidade 400 l - aqui;UN;37.4;MÁQUINA E EQUIPAMENTO;BETONEIRA;
Bica corrida;M3;3;AGREGADO ;BRITA;
Bica graduada;M3;3;AGREGADO ;BRITA;
Bica para banheira de parede (diâmetro da seção: 3/4 );UN;39;METAL SANITÁRIO E ACESSÓRIO;BICA;
Bico de jato direcional para areia, diam.1/4;UN;37.5;MÁQUINA E EQUIPAMENTO;BICO JATO ;
Bico para torneira de jardim 1/2x3/4;UN;39;METAL SANITÁRIO E ACESSÓRIO;BICO;
Bico projetor completo;UN;37.5;MÁQUINA E EQUIPAMENTO;BICO PROJETOR ;
Bide;UN;36;LOUÇA SANITÁRIA;BIDE;
Bisnaga Aplicadora de Massa ( Dun Dun);UN;23;FERRAMENTA;BOMBA PNEU;
Bloco ceramico estrutural (9 x 19 x 39)cm;UN;4.2;ALVENARIA;TIJOLO FURADO;
Bloco ceramico vedacao (11,5 x 19 x 19)cm;UN;4.1;ALVENARIA;TIJOLO FURADO;
Bloco ceramico vedacao (11,5 x 19 x 39)cm;UN;4.1;ALVENARIA;TIJOLO FURADO;
Bloco ceramico vedacao (14 x 19 x 19)cm;UN;4.1;ALVENARIA;TIJOLO FURADO;
Bloco ceramico vedacao (14 x 19 x 39)cm;UN;4.1;ALVENARIA;TIJOLO FURADO;
Bloco ceramico vedacao (19 x 19 x 19)cm;UN;4.1;ALVENARIA;TIJOLO FURADO;
Bloco ceramico vedacao (19 x 19 x 39)cm;UN;4.1;ALVENARIA;TIJOLO FURADO;
Bloco ceramico vedacao (7 x 19 x 39)cm;UN;4.1;ALVENARIA;TIJOLO FURADO;
Bloco ceramico vedacao (9 x 19 x 39)cm;UN;4.1;ALVENARIA;TIJOLO FURADO;
Bloco concreto estrutural (14 x 19 x 19)cm;UN;4.4;ALVENARIA;BLOCO DE CONCRETO;
Bloco concreto estrutural (14 x 19 x 39)cm;UN;4.4;ALVENARIA;BLOCO DE CONCRETO;
Bloco concreto estrutural (19 x 19 x 19)cm;UN;4.4;ALVENARIA;BLOCO DE CONCRETO;
Bloco concreto estrutural (19 x 19 x 39)cm;UN;4.4;ALVENARIA;BLOCO DE CONCRETO;
Bloco concreto vedacao (11 x 19 x 19)cm;UN;4.3;ALVENARIA;BLOCO DE CONCRETO;
Bloco concreto vedacao (11 x 19 x 39)cm;UN;4.3;ALVENARIA;BLOCO DE CONCRETO;
Bloco concreto vedacao (14 x 19 x 19)cm;UN;4.3;ALVENARIA;BLOCO DE CONCRETO;
Bloco concreto vedacao (14 x 19 x 39)cm;UN;4.3;ALVENARIA;BLOCO DE CONCRETO;
Bloco concreto vedacao (19 x 19 x 19)cm;UN;4.3;ALVENARIA;BLOCO DE CONCRETO;
Bloco concreto vedacao (19 x 19 x 39)cm;UN;4.3;ALVENARIA;BLOCO DE CONCRETO;
Bloco concreto vedacao (7 x 19 x 19)cm;UN;4.3;ALVENARIA;BLOCO DE CONCRETO;
Bloco concreto vedacao (7 x 19 x 39)cm;UN;4.3;ALVENARIA;BLOCO DE CONCRETO;
Bloco concreto vedacao (9 x 19 x 19)cm;UN;4.3;ALVENARIA;BLOCO DE CONCRETO;
Bloco concreto vedacao (9 x 19 x 39)cm;UN;4.3;ALVENARIA;BLOCO DE CONCRETO;
Bloco de contato NF S-PL41 Steck;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BLOCO;
Bloco de contato NF S-PL42 Steck;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BLOCO;
Bloco de vidro (19 x 19 x 8) cm;UN;4.5;ALVENARIA;BLOCO DE VIDRO;
Bloqueador de telefone;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BLOQUEADOR;
Bocal louça;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BOCAL;
Bóia anauger sensor control (15A) 1,5m;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BÓIA;
Bóia Elétrica NA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BÓIA;
Bóia Eletrica NF;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BÓIA;
Bolsa preta de PVC para bacia sanitaria;UN;29;HIDROSANITÁRIO E GAS;BOLSA;
Bomba águas pluviais;UN;37.6;MÁQUINA E EQUIPAMENTO;BOMBA ;
Bomba Aplicadora de Graxa 500g;UN;37.6;MÁQUINA E EQUIPAMENTO;BOMBA;
Bomba centrifuga;UN;37.6;MÁQUINA E EQUIPAMENTO;BOMBA;
Bomba de drenagem;UN;37.6;MÁQUINA E EQUIPAMENTO;BOMBA ;
Bomba de incendio;UN;37.6;MÁQUINA E EQUIPAMENTO;BOMBA ;
Bomba de piscina;UN;43;PISCINA, SPA, SAUNA E BANHEIRA;BOMBA;
Bomba de recalque;UN;43;PISCINA, SPA, SAUNA E BANHEIRA;BOMBA;
Bomba pneu;UN;23;FERRAMENTA;BOTIJÃO;
Bomba pressurização;UN;37.6;MÁQUINA E EQUIPAMENTO;BOMBA;
Bomba submersivel para esgoto;UN;37.6;MÁQUINA E EQUIPAMENTO;BOMBA ;
Bomba submersivel para lama;UN;37.6;MÁQUINA E EQUIPAMENTO;BOMBA ;
Borda ou faixa em granito;M;38;MÁRMORE E GRANITO;BORDA;
Borracha clorada;L;42;PINTURA ;BORRACHA;
Bota de borracha;PAR;14;EPI;BOTA;
Bota de couro com biqueira;PAR;14;EPI;BOTA;
Bota de couro sem biqueira;PAR;14;EPI;BOTA;
Bota preta PVC cano longo;UN;14;EPI;BOTA;
Botijão;UN;23;FERRAMENTA;BROCA ;
Botijao de gas 13 kg;UN;29;HIDROSANITÁRIO E GAS;BOTIJAO;
Botijao de gas 45 kg;UN;29;HIDROSANITÁRIO E GAS;BOTIJAO;
Botoeira LIG/DESL para motor 5CV;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BOTOEIRA;
Botoeira NF / NA (lig/desl) p Cx 4x2;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BOTOEIRA;
Botoeira para incêndio;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BOTOEIRA;
Box Galvanizado 3/4 curva;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BOX;
Box Reto 3/4 Alumínio;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BOX;
Braço metálico pra iluminação;UN;101;BRAÇO PARA ILUMINAÇÃO;BRAÇO;
Braço para Luminária ( 1,00 comp máximo);UN;13;ELÉTRICA, TELEFONE E LÓGICA;BRAÇO;
Braço para Luminária (1,500 x 1300 x 350) Diâm 48,3mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BRAÇO;
Braquete com  1 Isolador (chapa 20);UN;13;ELÉTRICA, TELEFONE E LÓGICA;BRAQUETE;
Braquete com 4 Isoladores (chapa 20);UN;13;ELÉTRICA, TELEFONE E LÓGICA;BRAQUETE;
Broca;UN;23;FERRAMENTA;BROCA ;
Broca Chata para Madeira 1 Longa;UN;23;FERRAMENTA;BROCA ;
Broca Chata para Madeira 26mm;UN;23;FERRAMENTA;BROCA ;
Broca Chata para Madeira 3/4;UN;23;FERRAMENTA;BROCA ;
Broca Chata para Madeira 7/8;UN;23;FERRAMENTA;BROCA ;
Broca com ponta de vidia (comprimento: 160mm / diâm broca: 1/2 );UN;23;FERRAMENTA;BROCA ;
Broca com ponta de vidia (comprimento: 160mm / diâm broca: 3/4 );UN;23;FERRAMENTA;BROCA ;
Broca com ponta para madeira (1);UN;23;FERRAMENTA;BROCA ;
Broca com ponta, madeira (1/2 );UN;23;FERRAMENTA;BROCA ;
Broca com ponta, madeira (3/8x455m );UN;23;FERRAMENTA;BROCA ;
Broca de 3 pontas para madeira 10 mm;UN;23;FERRAMENTA;BROCA ;
Broca de 3 pontas para madeira 12 mm;UN;23;FERRAMENTA;BROCA ;
Broca de 3 pontas para madeira 4 mm;UN;23;FERRAMENTA;BROCA ;
Broca de 3 pontas para madeira 6 mm;UN;23;FERRAMENTA;BROCA ;
Broca de 3 pontas para madeira 8 mm;UN;23;FERRAMENTA;BROCA ;
Broca de aço Rápido 1/4;UN;23;FERRAMENTA;BROCA ;
Broca de Aço Rápido 3/16;UN;23;FERRAMENTA;BROCA ;
Broca de Aço Rápido 5/8;UN;23;FERRAMENTA;BROCA ;
Broca para Aço rápido 10mm;UN;23;FERRAMENTA;BROCA ;
Broca para Aço rápido 12mm;UN;23;FERRAMENTA;BROCA ;
Broca para Aço rápido 3mm;UN;23;FERRAMENTA;BROCA ;
Broca para Aço rápido 4mm;UN;23;FERRAMENTA;BROCA ;
Broca para Aço rápido 5mm;UN;23;FERRAMENTA;BROCA ;
Broca para Aço rápido 6mm;UN;23;FERRAMENTA;BROCA ;
Broca para Aço rápido 8mm;UN;23;FERRAMENTA;BROCA ;
Broca para guia;UN;23;FERRAMENTA;BROCA ;
Broca plus para videa 05;UN;23;FERRAMENTA;BROCA ;
Broca plus para videa 06;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BROCA;
Broca plus para videa 08;UN;23;FERRAMENTA;BROCA ;
Broca plus para videa 10;UN;23;FERRAMENTA;BROCA ;
Broca plus para videa 12;UN;23;FERRAMENTA;BROCA ;
Broca plus para videa 14mm;UN;23;FERRAMENTA;BROCA ;
Broca plus para videa 16;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BROCA;
Broca plus para videa 18mm;UN;23;FERRAMENTA;BROCA ;
Broca plus para videa 20mm;UN;23;FERRAMENTA;BROCA ;
Broca plus para videa 25mm de encaixe 35 cm comp;UN;23;FERRAMENTA;BROCA ;
Broca plus para videa 3 mm;UN;23;FERRAMENTA;BROCA ;
Brocha;UN;42;PINTURA ;BROCHA;
Bucha (B) (diâmetro nominal da bucha: 3/4);UN;26;FIXAÇÃO ;BUCHA;
Bucha (C) 1 inca;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha (E) (diâmetro nominal da bucha: 1.1/2);UN;26;FIXAÇÃO ;BUCHA;
Bucha AL 3 - INCA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha c/ parafuso fenda s-08 (emb 50pcs);UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha com parafusa fenda s-05 (emb 50 pcs);UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha com parafuso sextavado s-10 (emb 25 pcs);UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha de acabamento 1;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha de Acabamento 2;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha de acabamento 3;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha de Acabamento 4;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha de acabamento de eletroduto;UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha de nylon (diâmetro nominal da bucha: 10,00 mm);UN;26;FIXAÇÃO ;BUCHA;
Bucha de nylon (diâmetro nominal da bucha: 12,00 mm);UN;26;FIXAÇÃO ;BUCHA;
Bucha de nylon (diâmetro nominal da bucha: 6,00 mm);UN;26;FIXAÇÃO ;BUCHA;
Bucha de nylon (diâmetro nominal da bucha: 8,00 mm);UN;26;FIXAÇÃO ;BUCHA;
Bucha de nylon com parafuso auto atarraxante cabeça panela, fenda simp;UN;26;FIXAÇÃO ;BUCHA;
Bucha de nylon FU  ( 10,00 mm);UN;26;FIXAÇÃO ;BUCHA;
Bucha de nylon FU  ( 6,00 mm);UN;26;FIXAÇÃO ;BUCHA;
Bucha de nylon FU  ( 8,00 mm);UN;26;FIXAÇÃO ;BUCHA;
Bucha de nylon FU  (12,00 mm);UN;26;FIXAÇÃO ;BUCHA;
Bucha de redução  cobre 79mmx66mm;UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr: 1 1/2 saíd: 1/2 );UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr: 1 1/2 saíd: 3/4 );UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr: 1 1/4 saíd: 1/2 );UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr: 1 1/4 saíd: 3/4 );UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr: 2 1/2 saíd: 1 );UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr: 2 1/2 saíd: 2);UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr: 2 saíd: 1 1/2 );UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr: 2 saíd: 1 1/4 );UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr: 3 saíd: 1 1/2);UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr: 3 saíd: 2);UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr: 3/4 saíd:  1/2);UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr: 4 saíd: 2 1/2);UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr: 4 saíd: 2);UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr: 4 saíd: 3);UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr:1 1/2 saíd:1 1/4);UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr:2 1/2 saíd:1 1/2);UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f mal galv p/ líq, gas,vap (entr:2 1/2 saíd:1 1/4);UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f maleáv galv p/ líq, gas,vap (entr: 1 / saíd: 3/4);UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f maleáv galv p/ líq, gas,vap (entr: 1 1/2 saíd: 1);UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f maleav galv p/ líq, gas,vap (entr: 1 1/4 saíd: 1);UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução  f maleav p/ líq, gas,vap (entr: 2 saíd: 1 );UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução cobre 66 p/ 54;UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de reducao cobre soldavel, D=(22 x 15)mm;UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução f fund junt elást esgoto água pluv  + 100mm / - 75mm;UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução f fund junt elást esgoto água pluv  + 150mm / -100mm;UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de redução longa de PVC para esgoto serie normal (diâmetro de en;UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de reducao PVC esgoto, D=(100 x 50)mm;UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha de reducao PVC marrom, D=(32 x 25)mm;UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Bucha em zamak para eletroduto (diâmetro da seção: 1 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha em zamak para eletroduto (diâmetro da seção: 1 1/2 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha em zamak para eletroduto (diâmetro da seção: 1 1/4 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha em zamak para eletroduto (diâmetro da seção: 1/2 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha em zamak para eletroduto (diâmetro da seção: 2 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha em zamak para eletroduto (diâmetro da seção: 2 1/2 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha em zamak para eletroduto (diâmetro da seção: 3 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha em zamak para eletroduto (diâmetro da seção: 3/4 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha em zamak para eletroduto (diâmetro da seção: 4 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
Bucha para pivotante de dobradiça (1201);UN;13;ELÉTRICA, TELEFONE E LÓGICA;BUCHA;
bucha redução soldável marron curta 85x75 (flange);UN;29;HIDROSANITÁRIO E GAS;BUCHA;
Cabeca de tirante (chapa);UN;17;ESCORAMENTO ;CABECA;
Cabeca regulavel;UN;17;ESCORAMENTO ;CABECA;
Cabeçote 1 1/4;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CABEÇOTE;
Cabeçote 2 com rosca;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CABEÇOTE;
Cabeçote 3;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CABEÇOTE;
Cabeçote 4;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CABEÇOTE;
Cabo Coaxial p TV a Cabo RGC 6;M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
cabo de aço  5/16mm;UN;37.7;MÁQUINA E EQUIPAMENTO;CABO DE AÇO;
Cabo de Aço 1/4;M;37.7;MÁQUINA E EQUIPAMENTO;CABO DE AÇO;
Cabo de aco galvanizado D= 1/4 polegada, 6 x 25 cm;M;37.7;MÁQUINA E EQUIPAMENTO;CABO DE AÇO;
Cabo de aco galvanizado D= 1/8 polegada;M;37.7;MÁQUINA E EQUIPAMENTO;CABO DE AÇO;
Cabo de aco galvanizado D= 3/16 polegadas;M;37.7;MÁQUINA E EQUIPAMENTO;CABO DE AÇO;
Cabo de aco galvanizado D= 7/16 polegadas, não rotativo;M;37.7;MÁQUINA E EQUIPAMENTO;CABO DE AÇO;
Cabo de aco polido D= 3/8 polegada;M;37.7;MÁQUINA E EQUIPAMENTO;CABO DE AÇO;
Cabo de aco polido D= 5/8 polegadas, 6 x 25 cm;M;37.7;MÁQUINA E EQUIPAMENTO;CABO DE AÇO;
Cabo de cobre nu (seção transversal: 10,00 mm²);M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo de cobre nu (seção transversal: 120,00 mm²);M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo de cobre nu (seção transversal: 25,00 mm²);M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo de cobre nu (seção transversal: 35,00 mm²);M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo de cobre nu (seção transversal: 50,00 mm²);M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo de cobre nu (seção transversal: 70,00 mm²);M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo de cobre nu 16 mm2;M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo de cobre nu 25 mm2;M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo de cobre nu 35 mm2;M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo de cobre nu 50 mm2;M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo de cobre nu 70 mm2;M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo de cobre nu 95 mm2;M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo de comando 7 X 1,5 mm2, 1KV;M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo de comando 7 X 1,5 mm2, 500V;M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo de fogo;M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo de madeira para vasoura;UN;23;FERRAMENTA;CABO;
Cabo elétrico trançado para cordel detonante - 2 fios (bitola: 1 mm²);M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo flexivel 0,50 mm2;M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
Cabo flexivel 0,75 mm2;M;13;ELÉTRICA, TELEFONE E LÓGICA;CABO;
